Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
32400.0,0.19,-0.41,0.37,-0.53,0.09,0.95,-0.32,0.58,-0.61,0.29,-0.6,0.26,-0.83,0.35,-0.47,0.64,-0.5,0.46,-0.31,0.62,-0.4,0.21,-0.57,0.14,-0.04,0.49,-0.86,0.29,980.0,0
36000.0,-0.46,0.25,-0.62,0.51,0.07,-1.15,0.33,-0.68,0.71,-0.54,0.6,-0.31,0.84,-0.41,0.57,-0.63,0.51,-0.55,0.75,-0.29,0.63,-0.39,0.69,-0.19,0.15,-0.52,0.93,-0.27,5.0,0
39600.0,0.25,-0.19,0.6,-0.65,0.1,-0.9,0.28,0.52,-0.6,0.76,-0.71,0.33,-0.86,0.4,-0.34,0.7,-0.45,0.58,-0.29,0.68,-0.43,0.25,-0.59,0.15,-0.06,0.52,-0.89,0.31,56.0,0
43200.0,-0.18,0.4,-0.54,0.29,-0.02,0.92,-0.34,0.6,-0.7,0.31,-0.58,0.27,-0.79,0.23,-0.45,0.65,-0.5,0.52,-0.31,0.6,-0.39,0.22,-0.6,0.13,-0.08,0.46,-0.84,0.28,300.0,0
46800.0,0.31,-0.17,0.57,-0.72,0.05,-0.94,0.25,0.54,-0.59,0.83,-0.77,0.32,-0.92,0.39,-0.4,0.72,-0.46,0.61,-0.28,0.64,-0.41,0.23,-0.58,0.17,-0.07,0.5,-0.88,0.29,9.99,0
50400.0,-0.09,0.36,-0.41,0.62,0.06,-1.05,0.3,-0.57,0.7,-0.45,0.63,-0.3,0.76,-0.36,0.54,-0.6,0.49,-0.5,0.68,-0.27,0.51,-0.38,0.66,-0.16,0.12,-0.46,0.87,-0.25,0.99,0
54000.0,0.47,-0.22,0.59,-0.7,0.08,-0.98,0.27,0.56,-0.6,0.78,-0.72,0.34,-0.85,0.38,-0.42,0.71,-0.47,0.6,-0.3,0.59,-0.4,0.26,-0.57,0.18,-0.05,0.48,-0.9,0.31,450.0,0
57600.0,-0.23,0.29,-0.46,0.44,0.04,-1.02,0.29,-0.63,0.69,-0.51,0.6,-0.32,0.82,-0.37,0.55,-0.58,0.5,-0.49,0.63,-0.26,0.56,-0.35,0.64,-0.2,0.13,-0.41,0.89,-0.28,75.0,0
61200.0,0.13,-0.38,0.52,-0.6,0.09,-0.9,0.28,0.5,-0.55,0.75,-0.68,0.29,-0.84,0.4,-0.34,0.66,-0.52,0.58,-0.27,0.62,-0.41,0.24,-0.59,0.15,-0.07,0.47,-0.87,0.3,0.5,0
64800.0,-0.31,0.33,-0.57,0.51,0.05,-1.05,0.31,-0.64,0.72,-0.56,0.63,-0.29,0.85,-0.38,0.56,-0.62,0.49,-0.51,0.7,-0.24,0.58,-0.37,0.66,-0.17,0.12,-0.5,0.91,-0.26,5.75,0
68400.0,0.22,-0.15,0.59,-0.66,0.06,-0.92,0.29,0.54,-0.58,0.77,-0.7,0.31,-0.87,0.36,-0.39,0.68,-0.46,0.6,-0.28,0.58,-0.38,0.22,-0.58,0.16,-0.06,0.49,-0.86,0.29,0.0,0
72000.0,-0.27,0.42,-0.61,0.37,-0.01,-1.01,0.28,-0.62,0.69,-0.54,0.66,-0.29,0.83,-0.36,0.5,-0.58,0.47,-0.52,0.68,-0.24,0.57,-0.39,0.63,-0.18,0.11,-0.5,0.9,-0.25,230.0,0
75600.0,0.34,-0.19,0.61,-0.71,0.07,-0.95,0.25,0.55,-0.57,0.8,-0.73,0.33,-0.88,0.39,-0.41,0.69,-0.49,0.59,-0.29,0.63,-0.42,0.24,-0.58,0.12,-0.05,0.53,-0.89,0.28,12.0,0
79200.0,-0.21,0.36,-0.52,0.48,-0.03,-0.97,0.3,-0.57,0.66,-0.49,0.6,-0.31,0.79,-0.34,0.46,-0.6,0.52,-0.46,0.7,-0.27,0.51,-0.37,0.66,-0.15,0.09,-0.48,0.84,-0.29,0.75,0
82800.0,0.18,-0.31,0.58,-0.69,0.05,-0.89,0.28,0.54,-0.59,0.76,-0.71,0.32,-0.85,0.38,-0.36,0.66,-0.52,0.57,-0.27,0.6,-0.41,0.25,-0.59,0.14,-0.07,0.44,-0.86,0.3,7.5,0
86400.0,-0.29,0.27,-0.47,0.49,0.08,-1.03,0.32,-0.66,0.7,-0.55,0.61,-0.3,0.83,-0.39,0.57,-0.62,0.5,-0.52,0.69,-0.25,0.59,-0.38,0.66,-0.18,0.14,-0.46,0.88,-0.28,0.0,0
90000.0,0.25,-0.18,0.6,-0.66,0.09,-0.88,0.27,0.53,-0.6,0.76,-0.69,0.33,-0.84,0.37,-0.41,0.7,-0.46,0.59,-0.28,0.61,-0.4,0.23,-0.58,0.15,-0.06,0.5,-0.87,0.29,60.0,0
93600.0,-0.14,0.41,-0.53,0.29,-0.02,0.89,-0.34,0.6,-0.7,0.31,-0.58,0.27,-0.79,0.23,-0.45,0.65,-0.5,0.52,-0.31,0.6,-0.39,0.22,-0.6,0.13,-0.08,0.46,-0.84,0.28,180.0,0
97200.0,0.31,-0.16,0.58,-0.7,0.07,-0.93,0.28,0.56,-0.58,0.77,-0.72,0.34,-0.87,0.39,-0.43,0.68,-0.49,0.6,-0.28,0.62,-0.41,0.24,-0.57,0.16,-0.05,0.52,-0.89,0.3,25.0,0
0.12,0.34,-0.25,1.12,-0.8,0.05,-1.23,0.44,-2.11,0.99,-0.34,1.56,-0.76,0.12,-0.45,1.03,-0.98,0.27,-1.45,0.66,-0.33,1.19,-0.71,0.45,-1.02,0.22,-0.58,1.04,-0.9,45.6,0
2.5,-0.12,0.54,-1.08,0.77,-0.33,1.22,-0.46,0.89,-0.57,1.33,-0.14,0.68,-0.92,0.31,-1.21,0.54,0.81,-0.39,1.07,-0.66,0.44,-1.15,0.29,-0.72,1.18,-0.41,0.97,-0.53,128.4,0
5.7,0.89,-0.31,0.15,-0.77,0.54,-0.88,0.66,-0.23,0.72,-1.04,0.39,-0.66,0.88,-0.29,0.25,-0.54,0.91,-0.77,0.33,-0.45,0.14,-0.88,0.52,-0.67,0.77,-0.3,0.62,-0.44,289.0,0
9.2,-0.44,0.66,-0.22,1.04,-0.15,0.29,-0.68,0.51,-0.97,0.84,-0.31,0.57,-0.72,0.15,-0.41,0.63,-0.54,0.21,-0.89,0.49,-0.32,0.76,-0.55,0.28,-0.63,0.95,-0.28,0.37,5.2,0
14.6,0.33,-0.85,0.79,-0.12,0.66,-0.51,0.28,-0.39,0.72,-0.11,0.95,-0.69,0.41,-0.52,0.72,-0.24,0.57,-0.68,0.14,-0.41,0.66,-0.23,0.84,-0.51,0.29,-0.74,0.58,-0.33,1020.0,0
21.0,-0.76,0.44,-0.31,0.91,-0.57,0.24,-0.89,0.66,-0.42,0.53,-0.77,0.81,-0.24,0.35,-0.64,0.48,-0.29,0.62,-0.15,0.79,-0.52,0.31,-0.4,0.86,-0.73,0.27,-0.92,0.44,12.5,0
28.3,0.67,-0.48,0.44,-0.66,0.91,-0.28,0.51,-0.75,0.32,-0.59,0.68,-0.84,0.23,-0.36,0.79,-0.51,0.65,-0.29,0.81,-0.62,0.44,-0.19,0.57,-0.71,0.39,-0.54,0.88,-0.26,75.4,0
33.9,-0.31,0.25,-0.67,0.53,-0.8,0.41,-0.29,0.74,-0.46,0.19,-0.61,0.52,-0.83,0.44,-0.21,0.89,-0.58,0.27,-0.74,0.38,-0.52,0.66,-0.33,0.71,-0.4,0.58,-0.92,0.25,230.0,0
40.1,0.21,-0.34,0.65,-0.28,0.54,-0.77,0.32,-0.89,0.41,-0.66,0.53,-0.28,0.76,-0.45,0.28,-0.73,0.63,-0.19,0.91,-0.54,0.37,-0.6,0.49,-0.83,0.21,-0.37,0.99,-0.48,9.99,0
50.4,-0.62,0.83,-0.15,0.21,-0.44,0.57,-0.73,0.44,-0.12,0.61,-0.27,0.7,-0.59,0.36,-0.48,0.25,-0.71,0.54,-0.33,0.48,-0.65,0.29,-0.52,0.76,-0.28,0.64,-0.81,0.37,3500.0,0
60.0,0.58,-0.47,0.11,-0.69,0.33,-0.86,0.47,-0.22,0.79,-0.31,0.44,-0.58,0.66,-0.41,0.53,-0.29,0.72,-0.54,0.19,-0.71,0.64,-0.35,0.57,-0.66,0.48,-0.72,0.31,-0.89,210.75,0
75.3,-0.15,0.62,-0.52,0.88,-0.09,0.31,-0.74,0.59,-0.21,0.73,-0.68,0.34,-0.45,0.29,-0.62,0.47,-0.33,0.81,-0.28,0.66,-0.72,0.41,-0.59,0.93,-0.37,0.66,-0.52,0.29,15.0,0
88.8,0.92,-0.24,0.33,-0.41,0.72,-0.55,0.18,-0.66,0.27,-0.89,0.49,-0.72,0.63,-0.36,0.21,-0.84,0.54,-0.27,0.77,-0.43,0.33,-0.58,0.66,-0.29,0.48,-0.71,0.26,-0.45,820.0,0
100.2,-0.49,0.3,-0.71,0.62,-0.54,0.41,-0.82,0.57,-0.23,0.46,-0.68,0.91,-0.31,0.55,-0.39,0.62,-0.28,0.79,-0.41,0.58,-0.63,0.21,-0.54,0.34,-0.77,0.49,-0.88,0.27,60.0,0
115.6,0.41,-0.68,0.25,-0.74,0.37,-0.92,0.63,-0.41,0.56,-0.32,0.77,-0.59,0.33,-0.44,0.68,-0.27,0.52,-0.7,0.19,-0.58,0.71,-0.24,0.64,-0.37,0.54,-0.81,0.29,-0.5,9999.99,0
130.0,-0.25,0.57,-0.34,0.89,-0.67,0.25,-0.64,0.73,-0.12,0.61,-0.43,0.68,-0.57,0.29,-0.63,0.44,-0.32,0.75,-0.24,0.52,-0.66,0.35,-0.49,0.81,-0.29,0.63,-0.87,0.28,3.2,0
145.7,0.69,-0.41,0.78,-0.66,0.22,-0.84,0.31,-0.79,0.64,-0.52,0.46,-0.68,0.77,-0.31,0.57,-0.46,0.29,-0.71,0.54,-0.43,0.63,-0.28,0.51,-0.76,0.35,-0.62,0.89,-0.21,220.0,0
172.8,-0.58,0.64,-0.21,0.75,-0.43,0.31,-0.71,0.68,-0.36,0.49,-0.61,0.57,-0.68,0.33,-0.52,0.71,-0.27,0.82,-0.38,0.6,-0.56,0.29,-0.43,0.9,-0.31,0.56,-0.79,0.26,0.5,0
1.23,0.12,-0.45,1.23,-0.98,0.34,-1.25,0.67,-0.44,1.11,-0.75,0.25,-1.02,0.88,-0.33,0.56,-0.77,0.99,-0.11,0.44,-0.66,1.22,-0.55,0.13,-0.92,0.77,-0.28,1.01,-0.49,42.5,0
12.5,-0.23,0.56,-1.12,0.34,-0.44,0.78,-0.91,0.65,-0.32,1.15,-0.77,0.34,-0.58,1.02,-0.23,0.49,-0.66,0.73,-0.11,0.56,-0.84,0.29,-1.04,0.5,-0.77,0.33,-0.22,1.04,120.75,0
76.9,1.34,-0.89,0.56,-1.23,0.78,-0.44,1.11,-0.66,0.22,-1.04,0.63,-0.29,1.02,-0.57,0.44,-0.91,1.28,-0.33,0.77,-0.48,1.05,-0.71,0.39,-0.88,0.57,-0.21,1.19,-0.45,320.0,0
150.0,-0.56,0.98,-0.23,1.44,-0.67,0.31,-1.12,0.72,-0.55,1.05,-0.34,0.87,-0.29,1.21,-0.72,0.44,-0.98,1.06,-0.41,0.25,-0.96,1.18,-0.33,0.68,-0.77,1.02,-0.51,0.89,260.4,0
210.5,0.75,-0.32,0.88,-1.15,0.29,-0.77,0.95,-0.66,0.41,-0.98,0.66,-0.2,0.91,-0.4,0.58,-0.66,1.04,-0.25,0.72,-0.57,0.83,-0.44,0.29,-0.71,0.98,-0.39,1.16,-0.53,75.2,0
300.2,-1.04,0.67,-0.41,0.95,-0.23,0.88,-1.05,0.54,-0.32,0.72,-0.66,1.1,-0.29,0.66,-0.52,0.77,-0.89,1.21,-0.37,0.55,-0.81,0.98,-0.46,0.33,-1.02,0.41,-0.66,1.07,640.0,0
360.8,0.32,-0.44,0.21,-0.66,0.54,-0.78,0.11,-0.23,0.97,-0.55,0.68,-0.37,0.24,-0.89,0.63,-0.51,1.05,-0.72,0.28,-0.41,0.92,-0.33,0.49,-0.75,0.86,-0.19,0.99,-0.66,15.6,0
420.1,-0.89,0.55,-0.67,0.83,-0.32,0.41,-0.77,0.66,-0.25,0.91,-0.48,0.73,-0.59,0.27,-0.83,0.66,-0.73,0.54,-0.36,0.68,-1.01,0.44,-0.21,0.77,-0.59,0.33,-0.92,0.51,95.0,0
480.6,0.11,-0.21,0.92,-0.39,0.67,-0.83,0.44,-0.56,0.31,-0.77,0.84,-0.59,0.33,-0.48,0.7,-0.62,1.12,-0.29,0.54,-0.41,0.99,-0.5,0.37,-0.67,0.76,-0.18,1.03,-0.44,210.1,0
540.0,-0.45,0.8,-0.34,1.07,-0.21,0.66,-0.88,0.52,-0.46,0.79,-0.31,0.95,-0.27,0.61,-0.48,0.83,-0.77,1.14,-0.32,0.59,-0.92,0.68,-0.15,0.49,-0.84,0.27,-0.6,1.02,185.0,0
600.2,0.66,-0.53,0.44,-1.01,0.38,-0.77,0.92,-0.48,0.35,-0.89,0.61,-0.23,0.79,-0.52,0.41,-0.88,1.06,-0.31,0.68,-0.54,0.77,-0.6,0.29,-0.83,0.92,-0.27,1.15,-0.5,540.25,0
720.7,-0.32,0.64,-0.91,0.28,-0.45,0.77,-0.64,1.02,-0.37,0.58,-0.29,1.05,-0.43,0.66,-0.72,0.49,-0.91,0.71,-0.28,0.84,-0.55,0.72,-0.37,0.58,-0.63,0.39,-0.85,0.93,8.4,0
784.3,0.59,-0.71,0.33,-0.44,0.71,-0.36,0.89,-0.52,0.27,-0.61,0.76,-0.46,0.44,-0.31,0.62,-0.58,1.08,-0.27,0.55,-0.39,0.97,-0.43,0.32,-0.86,0.81,-0.29,1.02,-0.52,5.0,0
900.9,-0.14,0.43,-0.29,0.77,-0.61,0.55,-0.72,0.84,-0.43,0.6,-0.28,0.92,-0.51,0.33,-0.69,0.57,-0.84,0.72,-0.31,0.66,-0.78,0.83,-0.25,0.54,-0.71,0.39,-0.97,0.6,999.99,1
0.0,0.12,-0.45,0.78,-1.23,0.34,-0.67,1.02,-0.89,0.56,-0.34,0.77,-1.11,0.29,-0.58,0.93,-0.72,0.45,-0.31,0.66,-0.95,0.12,-0.44,0.77,-0.58,0.31,-0.72,0.99,-0.41,72.5,0
5.0,-0.23,1.12,-0.86,0.54,-0.29,0.77,-1.04,0.63,-0.51,1.21,-0.72,0.34,-0.98,0.45,-0.56,0.89,-0.31,0.72,-1.03,0.28,-0.65,0.49,-0.77,0.33,-0.41,0.58,-0.92,0.67,125.0,0
12.0,0.26,-0.67,0.33,-0.88,0.55,-0.44,0.99,-0.76,0.81,-0.29,0.47,-0.61,0.28,-0.73,0.62,-0.45,0.35,-0.92,0.71,-0.38,0.54,-0.66,0.89,-0.52,0.27,-0.59,0.84,-0.41,320.75,0
30.0,-0.15,0.58,-0.68,0.47,-0.23,0.61,-0.89,0.72,-0.34,0.65,-0.58,0.44,-0.79,0.5,-0.61,0.77,-0.49,0.36,-0.71,0.29,-0.62,0.55,-0.83,0.48,-0.37,0.66,-0.95,0.52,58.0,0
45.0,0.34,-0.21,0.87,-0.63,0.29,-0.72,0.99,-0.44,0.55,-0.31,0.68,-0.47,0.26,-0.69,0.54,-0.83,0.41,-0.29,0.72,-0.56,0.33,-0.71,0.61,-0.52,0.28,-0.64,0.93,-0.44,210.5,0
60.0,-0.47,0.31,-0.92,0.72,-0.41,0.59,-0.88,0.64,-0.55,0.87,-0.49,0.36,-0.71,0.48,-0.6,0.95,-0.58,0.32,-0.77,0.41,-0.72,0.54,-0.96,0.37,-0.48,0.6,-0.91,0.66,9.99,0
75.0,0.18,-0.49,0.55,-0.33,0.62,-0.28,0.83,-0.71,0.44,-0.62,0.37,-0.58,0.29,-0.74,0.66,-0.41,0.52,-0.87,0.39,-0.53,0.61,-0.69,0.78,-0.46,0.34,-0.59,0.97,-0.38,455.0,0
90.0,-0.29,0.74,-0.54,0.88,-0.37,0.41,-0.96,0.57,-0.29,0.71,-0.64,0.49,-0.83,0.6,-0.55,0.83,-0.38,0.29,-0.62,0.45,-0.57,0.66,-0.82,0.53,-0.72,0.41,-0.89,0.6,15.25,0
105.0,0.41,-0.72,0.61,-0.49,0.27,-0.83,0.77,-0.39,0.66,-0.52,0.45,-0.71,0.33,-0.82,0.57,-0.64,0.29,-0.74,0.5,-0.61,0.4,-0.68,0.79,-0.57,0.31,-0.83,0.88,-0.42,1200.0,0
120.0,-0.63,0.28,-0.75,0.64,-0.52,0.37,-0.9,0.69,-0.48,0.73,-0.56,0.41,-0.77,0.52,-0.63,0.81,-0.49,0.34,-0.69,0.47,-0.61,0.72,-0.83,0.49,-0.51,0.66,-0.93,0.58,8.8,0
135.0,0.27,-0.66,0.84,-0.57,0.33,-0.71,0.91,-0.64,0.52,-0.71,0.49,-0.8,0.36,-0.84,0.58,-0.52,0.44,-0.69,0.61,-0.55,0.53,-0.73,0.87,-0.6,0.37,-0.66,0.95,-0.42,999.99,0
150.0,-0.31,0.59,-0.68,0.71,-0.28,0.62,-0.83,0.66,-0.47,0.75,-0.6,0.42,-0.78,0.49,-0.71,0.86,-0.55,0.31,-0.64,0.53,-0.7,0.68,-0.89,0.44,-0.52,0.57,-0.92,0.66,5.0,0
168.0,0.15,-0.48,0.69,-0.41,0.26,-0.61,0.88,-0.59,0.63,-0.26,0.55,-0.6,0.31,-0.72,0.57,-0.62,0.39,-0.83,0.58,-0.49,0.46,-0.7,0.74,-0.53,0.29,-0.6,0.92,-0.37,260.0,0
0.0,0.12,-0.34,0.56,-1.23,0.87,-0.45,0.09,1.25,-0.78,0.34,-0.56,1.02,-0.14,0.77,-0.92,0.33,-0.45,0.59,-0.11,0.45,-0.67,0.88,-0.23,1.15,-0.31,0.76,-0.48,0.92,42.1,0
214.5,-0.43,0.66,-0.12,-0.98,0.23,0.54,-1.12,0.28,0.71,-0.09,0.45,-0.67,0.32,-0.41,0.99,-0.77,0.28,-0.56,0.53,-0.34,0.12,-0.89,0.44,-0.21,0.76,-0.58,0.31,-0.76,128.7,0
398.2,0.24,-0.55,0.68,-0.23,-0.14,0.77,-0.09,0.65,-0.34,0.54,-0.76,0.21,-0.28,0.83,-0.66,0.41,-0.52,0.29,-0.15,0.72,-0.44,0.15,-0.77,0.33,-0.19,0.58,-0.36,0.97,5.2,0
612.7,-0.11,0.44,-0.73,0.12,-0.27,0.91,-0.48,0.14,0.66,-0.32,0.29,-0.58,0.47,-0.02,0.55,-0.41,0.69,-0.33,0.22,-0.61,0.34,-0.27,0.81,-0.14,0.49,-0.39,0.23,-0.58,210.0,0
797.3,0.74,-0.31,0.42,-0.75,0.11,0.26,-0.88,0.33,0.56,-0.47,0.72,-0.29,0.58,-0.66,0.14,-0.49,0.37,-0.21,0.84,-0.35,0.19,-0.62,0.46,-0.18,0.37,-0.73,0.29,-0.81,7.5,0
980.1,-0.62,0.28,-0.41,0.69,-0.12,0.54,-0.23,0.81,-0.45,0.27,-0.57,0.62,-0.31,0.46,-0.53,0.39,-0.18,0.72,-0.29,0.55,-0.41,0.63,-0.36,0.27,-0.21,0.84,-0.49,0.34,60.5,0
1145.0,0.15,-0.28,0.31,-0.86,0.64,-0.11,0.22,-0.67,0.48,-0.33,0.71,-0.24,0.59,-0.41,0.77,-0.28,0.44,-0.52,0.19,-0.73,0.26,-0.55,0.38,-0.29,0.66,-0.4,0.27,-0.62,3.8,0
1320.9,-0.23,0.51,-0.65,0.24,-0.31,0.82,-0.14,0.57,-0.29,0.63,-0.41,0.36,-0.58,0.22,-0.37,0.48,-0.46,0.29,-0.12,0.71,-0.25,0.54,-0.33,0.41,-0.19,0.65,-0.58,0.26,512.4,0
1501.5,0.32,-0.44,0.21,-0.59,0.78,-0.31,0.13,-0.72,0.44,-0.25,0.66,-0.38,0.29,-0.61,0.51,-0.37,0.28,-0.4,0.65,-0.29,0.73,-0.18,0.56,-0.24,0.69,-0.32,0.41,-0.57,89.99,0
1678.2,-0.44,0.33,-0.71,0.18,-0.27,0.48,-0.95,0.22,0.66,-0.43,0.39,-0.66,0.54,-0.02,0.23,-0.49,0.37,-0.51,0.28,-0.69,0.15,-0.48,0.72,-0.11,0.52,-0.37,0.29,-0.63,15.0,0
1840.0,0.61,-0.22,0.33,-0.44,0.19,-0.58,0.71,-0.31,0.29,-0.52,0.83,-0.34,0.27,-0.65,0.44,-0.21,0.58,-0.37,0.26,-0.81,0.32,-0.57,0.41,-0.29,0.76,-0.43,0.28,-0.71,320.0,0
2007.7,-0.28,0.57,-0.34,0.69,-0.47,0.23,-0.66,0.31,0.48,-0.39,0.59,-0.24,0.67,-0.51,0.29,-0.62,0.45,-0.34,0.21,-0.75,0.14,-0.46,0.55,-0.28,0.63,-0.39,0.27,-0.6,0.99,0
2171.3,0.09,-0.31,0.42,-0.27,0.56,-0.14,0.32,-0.69,0.37,-0.22,0.65,-0.35,0.48,-0.41,0.54,-0.33,0.27,-0.52,0.19,-0.61,0.41,-0.29,0.62,-0.17,0.58,-0.44,0.26,-0.53,3.5,0
2350.0,-0.33,0.44,-0.58,0.23,-0.19,0.61,-0.27,0.47,-0.35,0.52,-0.42,0.68,-0.28,0.36,-0.51,0.29,-0.44,0.57,-0.33,0.41,-0.25,0.63,-0.39,0.21,-0.27,0.55,-0.49,0.32,6.7,0
2520.5,0.28,-0.49,0.66,-0.12,0.33,-0.42,0.59,-0.23,0.44,-0.37,0.71,-0.26,0.5,-0.39,0.61,-0.28,0.32,-0.45,0.21,-0.68,0.36,-0.31,0.55,-0.29,0.47,-0.43,0.29,-0.57,299.99,0
2700.0,-0.52,0.33,-0.61,0.27,-0.25,0.86,-0.31,0.19,0.74,-0.49,0.46,-0.62,0.54,-0.31,0.28,-0.57,0.41,-0.48,0.23,-0.69,0.12,-0.4,0.69,-0.25,0.63,-0.34,0.31,-0.6,12.5,0
2874.6,0.47,-0.22,0.55,-0.31,0.14,-0.57,0.41,-0.18,0.62,-0.29,0.53,-0.41,0.66,-0.12,0.35,-0.49,0.28,-0.5,0.37,-0.6,0.22,-0.33,0.72,-0.26,0.58,-0.45,0.25,-0.53,8.25,0
3040.0,-0.29,0.66,-0.41,0.29,-0.17,0.77,-0.23,0.54,-0.31,0.61,-0.42,0.44,-0.5,0.28,-0.39,0.53,-0.46,0.19,-0.23,0.71,-0.33,0.49,-0.28,0.63,-0.45,0.29,-0.37,0.66,35.4,0
3220.3,0.19,-0.31,0.41,-0.44,0.57,-0.12,0.28,-0.66,0.4,-0.25,0.69,-0.37,0.51,-0.22,0.63,-0.29,0.35,-0.48,0.17,-0.7,0.29,-0.45,0.58,-0.31,0.46,-0.4,0.33,-0.57,1500.0,0
3402.9,-0.54,0.25,-0.62,0.46,-0.28,0.6,-0.31,0.71,-0.41,0.32,-0.58,0.37,-0.49,0.26,-0.35,0.72,-0.44,0.29,-0.21,0.69,-0.37,0.5,-0.33,0.64,-0.27,0.61,-0.52,0.41,9.9,0
3599.1,0.26,-0.49,0.33,-0.58,0.18,-0.62,0.39,-0.24,0.53,-0.37,0.61,-0.28,0.47,-0.34,0.55,-0.21,0.41,-0.46,0.29,-0.72,0.23,-0.37,0.6,-0.29,0.52,-0.42,0.27,-0.59,72.2,0
3799.9,-0.37,0.48,-0.41,0.35,-0.26,0.73,-0.28,0.64,-0.3,0.58,-0.45,0.62,-0.33,0.27,-0.5,0.31,-0.47,0.22,-0.24,0.68,-0.29,0.57,-0.32,0.71,-0.41,0.29,-0.46,0.55,0.5,0
3970.0,0.69,-0.38,0.37,-0.52,0.14,0.63,-0.21,0.54,-0.33,0.71,-0.25,0.59,-0.41,0.26,-0.62,0.48,-0.28,0.33,-0.15,0.7,-0.34,0.6,-0.27,0.66,-0.22,0.73,-0.39,0.28,250.0,0
4140.5,-0.21,0.56,-0.49,0.32,-0.37,0.84,-0.16,0.62,-0.28,0.54,-0.63,0.41,-0.52,0.23,-0.44,0.71,-0.38,0.29,-0.21,0.66,-0.32,0.55,-0.35,0.57,-0.24,0.66,-0.47,0.4,18.75,0
4310.2,0.34,-0.27,0.48,-0.41,0.66,-0.14,0.25,-0.68,0.37,-0.3,0.61,-0.44,0.52,-0.31,0.74,-0.29,0.4,-0.53,0.23,-0.69,0.17,-0.42,0.56,-0.27,0.63,-0.39,0.29,-0.58,65.0,0
12.5,-0.12,0.45,-1.23,0.67,-0.88,1.05,-0.51,0.23,-0.99,0.11,-2.34,1.22,0.05,-0.77,0.66,-0.44,0.98,-1.11,0.33,-0.66,1.44,-0.29,0.72,-0.12,0.35,-0.58,0.9,-0.41,42.5,0
35.2,0.22,-0.73,0.51,-1.12,0.97,-0.65,0.34,-0.88,0.56,-0.4,0.25,-1.75,0.89,-0.33,1.2,-0.21,0.45,-0.99,0.77,-0.68,0.15,-0.44,0.66,-0.32,0.78,-0.91,0.53,-0.26,120.75,0
87.9,-0.55,0.6,-0.27,0.88,-1.02,0.75,-0.41,1.1,-0.66,0.32,-0.85,0.9,-0.14,0.57,-0.92,0.25,-0.5,1.04,-0.78,0.43,-0.27,0.66,-0.52,1.15,-0.33,0.79,-0.6,0.28,640.0,0
145.3,0.11,-0.2,0.33,-0.44,0.58,-0.72,1.02,-0.15,0.57,-0.39,0.74,-0.95,0.29,-0.66,0.41,-0.77,0.66,-0.28,0.9,-1.01,0.35,-0.49,0.78,-0.57,0.62,-0.83,0.44,-0.19,88.2,0
210.0,-0.33,0.44,-0.56,0.77,-0.89,0.9,-0.68,0.21,-0.54,0.66,-0.31,0.58,-0.72,0.45,-0.88,0.31,-0.54,0.77,-0.46,0.6,-0.72,0.25,-0.11,0.8,-0.39,0.92,-0.64,0.37,230.0,0
290.5,0.66,-0.47,0.12,-1.15,0.81,-0.99,0.53,-0.33,0.94,-0.28,0.71,-0.41,0.49,-0.6,0.12,-0.33,0.82,-0.51,0.29,-0.62,0.55,-0.7,0.39,-0.29,0.61,-0.76,0.48,-0.25,15.0,0
360.2,-0.28,0.69,-0.97,0.44,-0.73,0.82,-0.59,0.66,-0.41,0.23,-0.96,0.54,-0.28,0.77,-0.94,0.39,-0.66,0.51,-0.28,0.7,-0.43,0.18,-0.75,0.6,-0.41,0.88,-0.52,0.33,320.4,0
420.8,0.25,-0.69,0.48,-1.02,0.92,-0.57,0.33,-0.85,0.61,-0.37,0.86,-0.44,0.19,-0.71,0.54,-0.49,0.79,-0.31,0.44,-0.59,0.62,-0.26,0.7,-0.45,0.58,-0.83,0.36,-0.18,75.0,0
520.0,-0.54,0.38,-0.22,0.7,-0.97,0.83,-0.48,0.27,-0.79,0.42,-0.31,0.65,-0.6,0.33,-0.77,0.28,-0.82,0.57,-0.44,0.6,-0.5,0.17,-0.69,0.39,-0.52,0.74,-0.41,0.26,9.99,0
610.3,0.11,-0.32,0.44,-0.58,0.76,-0.91,0.7,-0.24,0.55,-0.49,0.63,-0.82,0.27,-0.6,0.43,-0.85,0.31,-0.72,0.66,-0.4,0.22,-0.48,0.57,-0.61,0.75,-0.33,0.41,-0.27,540.0,0
680.1,-0.18,0.54,-0.33,0.66,-0.44,0.76,-0.62,0.18,-0.71,0.49,-0.28,0.73,-0.5,0.39,-0.84,0.26,-0.6,0.8,-0.35,0.66,-0.52,0.31,-0.78,0.54,-0.47,0.81,-0.33,0.29,5.5,0
740.6,0.44,-0.61,0.21,-0.99,0.68,-0.74,0.55,-0.12,0.8,-0.25,0.74,-0.53,0.42,-0.7,0.37,-0.61,0.89,-0.46,0.31,-0.53,0.68,-0.3,0.64,-0.41,0.59,-0.85,0.46,-0.23,1500.0,0
820.0,-0.29,0.5,-0.74,0.39,-0.66,0.83,-0.57,0.27,-0.58,0.68,-0.26,0.49,-0.83,0.31,-0.9,0.29,-0.71,0.52,-0.35,0.74,-0.27,0.19,-0.62,0.6,-0.48,0.8,-0.54,0.28,3.2,0
